Date,BANKEX,AUTO,CAPITALGOOD,FMCG,IT,METAL,REALTY,MID CAP,SMALL CAP,SENSEX
22-12-2010,13005.89,10153.36,15227,3555.5,6663.41,17208.01,2768.63,7625.65,9337.11,20015.8
23-12-2010,13014.07,10069.36,15093.12,3538.22,6681.39,17040.92,2743.87,7608.33,9324.54,19982.88
24-12-2010,13015.68,10017.28,15195.57,3585.14,6694.42,17274.06,2764.85,7627.2,9354.43,20073.66
27-12-2010,13005.47,10007.14,15184.74,3574.42,6711.1,17059.88,2742.16,7614.03,9374.21,20028.93
28-12-2010,12977.69,9971.74,15142.69,3597.09,6730.62,17086.89,2747.25,7619.38,9405.02,20025.42
29-12-2010,13167.19,10054.29,15223.49,3656.02,6757.47,17339.21,2754.53,7658.45,9511.24,20256.03
30-12-2010,13195.21,10140.9,15346.18,3673.37,6827.59,17508.83,2789.34,7714.61,9552.61,20389.07
31-12-2010,13379.73,10235.41,15415.08,3684.12,6824.82,17595.86,2856.22,7802.71,9670.31,20509.09
03-01-2011,13454.28,10218.25,15483.23,3693.03,6816.98,17959.5,2870.59,7873.18,9845.05,20561.05
04-01-2011,13121.12,10162.24,15446.19,3755.72,6820.54,17890.55,2838.54,7853.03,9841.17,20498.72
05-01-2011,12833.69,9964.24,15198.77,3782.88,6843.58,17781.96,2780.89,7753.34,9740.38,20301.1
06-01-2011,12687.51,9806.13,14912.81,3745.45,6875.46,17654.42,2713.74,7661.48,9639.15,20184.74
07-01-2011,12512.18,9486.47,14681.68,3642.46,6680.81,16943.54,2665.6,7470.7,9363.19,19691.81
10-01-2011,12137.39,9283.75,14165.33,3591.2,6669.28,16506.94,2570.94,7295.81,9098.66,19224.12
11-01-2011,12288.49,9318.54,14196.83,3588.37,6562.65,16527.4,2500.61,7247.07,9019.13,19196.34
12-01-2011,12615.94,9506.57,14171.52,3628.32,6672.28,16990.74,2582.36,7369.04,9147.63,19534.1
13-01-2011,12170.03,9478.15,14084.25,3618.53,6444.77,16781.81,2596.31,7310.18,9088.24,19182.82
14-01-2011,11850.6,9259.02,13818.04,3586.01,6439.06,16371.6,2524.31,7223.78,8993.84,18860.44
17-01-2011,11878.12,9251.64,13656.24,3591.74,6550.19,16155.35,2464.6,7123.19,8868.15,18882.25
18-01-2011,12048.52,9292.24,13681.76,3646.43,6720.76,16528.72,2472.35,7155.35,8893.27,19092.05
19-01-2011,12053.82,9301.54,13517.77,3631.79,6641.65,16822.59,2513.44,7166.31,8901.67,18978.32
20-01-2011,12254.41,9298.58,13515.1,3588.7,6716.8,16857.21,2507.31,7176.19,8905.18,19046.54
21-01-2011,12348.97,9309.41,13538.18,3542.86,6630.33,16734.02,2494.77,7191.87,8946.17,19007.53
24-01-2011,12645.88,9387.88,13668.85,3547.07,6645.58,16823.71,2517.59,7252.35,9016.54,19151.28
25-01-2011,12349.75,9289.52,13706.97,3487.72,6606.02,16786.38,2487.28,7222.79,8985.14,18969.45
27-01-2011,12121.83,9168.31,13512.8,3447.89,6528.9,16454.58,2398.56,7087.16,8864.23,18684.43
28-01-2011,11986.71,8841.9,13099.18,3435.07,6466.2,16075.98,2279.62,6898.37,8546.29,18395.97
31-01-2011,12064.01,8894.58,13526.03,3366.2,6371.1,16115.67,2228.72,6868.35,8477.82,18327.76
01-02-2011,11889.73,8643.23,13188.88,3298.12,6303.1,15986.79,2138.73,6756.13,8355.75,18022.22
02-02-2011,11869.35,8635.02,13062.42,3301.18,6359.77,16124.13,2189.97,6754.2,8362.41,18090.62
03-02-2011,12111.66,8755.25,13390.47,3316.38,6403.15,16477.32,2276,6827.87,8464,18449.31
04-02-2011,11841.42,8571.46,13100.03,3214.3,6258.5,16184.74,2199.24,6734.52,8331.2,18008.15
07-02-2011,11799.22,8581.57,12954.9,3259.91,6270.02,16195.9,2235.95,6699.68,8261.72,18037.19
08-02-2011,11530.21,8350.09,12707.45,3231.91,6263.44,15879.58,2167.13,6537.44,7995.27,17775.7
09-02-2011,11477.73,8210.74,12379.48,3194.64,6243.02,15264.35,2084.56,6299.23,7651.82,17592.77
10-02-2011,11442.33,8278.97,12383.81,3193.21,6147.54,15238.59,2063.16,6292.18,7585.65,17463.04
11-02-2011,11842.9,8490.82,12636.25,3201.28,6139.9,15278.21,2099.22,6475.92,7808.79,17728.61
14-02-2011,12242.39,8812.73,13301.26,3290.72,6270.13,15817.95,2141.43,6703.82,8116.62,18202.2
15-02-2011,12429.32,8875.58,13068.59,3281.25,6245.08,15760.88,2112.9,6699.35,8164.86,18273.8
16-02-2011,12450.75,8842.59,13141.94,3294.83,6260.95,15995.21,2157.76,6734.98,8247.42,18300.9
17-02-2011,12637.93,8930.76,13396.16,3321.1,6281.6,16106.98,2138.51,6796.39,8324.56,18506.82
18-02-2011,12419.72,8717.71,13132.51,3295.36,6227.85,15892.31,2052.11,6661.65,8128.91,18211.52
21-02-2011,12543.13,8614.9,13207.34,3326.77,6399.59,16100.88,2064.67,6659.18,8121.26,18438.31
22-02-2011,12311.27,8448.72,12927.75,3303.41,6365.37,15914.14,2051.37,6602.56,8061.75,18296.16
23-02-2011,12096.34,8488.18,12871.74,3288.57,6269.78,15867.77,2025.25,6558.63,8036.41,18178.33
24-02-2011,11616.59,8189.39,12386.74,3215.07,6151.4,15360.31,1954.73,6367.79,7814.04,17632.41
25-02-2011,11832.23,8251.04,12325.46,3285.67,6107.02,15343.86,1956.28,6353.52,7789.47,17700.91
28-02-2011,11840.34,8252.92,12399.76,3432.42,6106.81,15348.81,1981.65,6373.23,7817.32,17823.4
01-03-2011,12355.22,8718.22,12918.87,3512.76,6251.48,15983.35,2064.81,6577.29,8003.06,18446.5
03-03-2011,12379.13,8880.28,13222.99,3514.93,6210.4,15856.64,2072.75,6598.95,8019.88,18489.76
04-03-2011,12444.59,8919.29,12950.74,3508.73,6229.82,15826.91,2077.46,6592.12,7998.99,18486.45
07-03-2011,12245.52,8691.98,12644.92,3502.07,6168,15600.05,2042.97,6499.15,7884.86,18222.67
08-03-2011,12427.24,8791.63,12698.33,3505.26,6285.03,15833.04,2070.48,6562.05,7944.85,18439.65
09-03-2011,12457.75,8854.54,12749.52,3506.7,6276.39,15873.89,2106.44,6604.72,8009.65,18469.95
10-03-2011,12313.14,8850.22,12739.6,3490.64,6242.98,15666.92,2120.47,6599.79,7989.69,18327.98
11-03-2011,12192.75,8767.53,12558.91,3491.83,6149.98,15367.78,2103.68,6529.28,7899.81,18174.09
14-03-2011,12358.31,8828.14,12646.73,3515.81,6240.78,15676.33,2120.19,6561.48,7920.72,18439.48
15-03-2011,12176.67,8648.95,12395.66,3460.69,6122.58,15359.72,2053.69,6467.86,7791.33,18167.64
16-03-2011,12438.34,8771.05,12501.6,3467.94,6175.05,15475.54,2104.51,6556.45,7889.62,18358.69
17-03-2011,12340.53,8659.47,12478.24,3414.6,6082.52,15293.12,2087.71,6537.47,7859.27,18149.87
18-03-2011,12184.29,8485.3,12372.27,3395.84,5999.97,15275.23,2053.23,6509.68,7797.8,17878.81
21-03-2011,12189.54,8462.25,12332.08,3396.17,5955.91,15274.82,2034.33,6492.3,7775.36,17839.05
22-03-2011,12237.16,8591.63,12440.15,3411.06,5980.03,15352.49,2078.84,6543.54,7817.65,17988.3
23-03-2011,12463.22,8597.51,12575.55,3444.22,6034.69,15556.51,2118.77,6603.8,7868.13,18206.16
24-03-2011,12583.59,8717.68,12735.02,3455.44,6099.51,15716.15,2178.7,6655.3,7920.84,18350.74
25-03-2011,12926.07,8848,13018.99,3509.99,6344.62,15842.68,2237.87,6721.56,8001.63,18815.64
28-03-2011,13081.84,8982.42,13184.49,3540.02,6333.25,15795.95,2225.35,6749.81,8011.63,18943.14
29-03-2011,13173.07,9119.49,13199.25,3550.64,6400.1,15967.23,2244.55,6751.99,7982.84,19120.8
30-03-2011,13393.32,9255.31,13255.14,3537.08,6424.98,16004.85,2315.13,6853.82,8158.67,19290.18
31-03-2011,13299.77,9290.75,13233.89,3596.1,6548.1,16161.39,2337.01,6873.4,8175.89,19445.22
01-04-2011,13189.85,9355.86,13345.18,3612.52,6517.47,16346.9,2397.82,6982.94,8358.19,19420.39
04-04-2011,13424.42,9527.37,13662.2,3635.7,6659.54,16493.43,2404.85,7099.69,8594.69,19701.73
05-04-2011,13409.77,9558.58,13665.24,3630.58,6698.21,16712.8,2422.67,7160.41,8718.72,19686.82
06-04-2011,13351.89,9583.31,13649.6,3626.63,6652.26,16645.07,2499.74,7193.87,8786.94,19612.2
07-04-2011,13385.33,9576.61,13721.27,3623.43,6604.79,16668.38,2527.78,7264.29,8897.19,19591.18
08-04-2011,13299.17,9397.13,13741.77,3637.42,6557.95,16460.42,2464.15,7173.5,8772.55,19451.45
11-04-2011,13203.77,9194.67,13594.91,3637.98,6545.1,16310.73,2402.15,7123.57,8709.91,19262.54
13-04-2011,13510.64,9428.08,13965.78,3719.31,6686.12,16440.59,2439.9,7223.62,8823.46,19696.86
15-04-2011,13382.96,9439.08,13979.29,3713.73,6258.54,16334.54,2410.15,7209.17,8808.16,19386.82
18-04-2011,13172.89,9391.25,13682.63,3697.11,6087.88,16020.38,2333.68,7116.12,8737.06,19091.17
19-04-2011,13238.35,9354.96,13701.67,3664.32,6102.47,16022.5,2342.05,7141.92,8762.65,19121.83
20-04-2011,13457.61,9609.84,13779.14,3720.04,6248.18,16393.71,2363.36,7225.87,8875.8,19470.98
21-04-2011,13545.13,9661.96,13644.07,3730.38,6210.29,16658.57,2381.27,7235.33,8878.57,19602.23
25-04-2011,13538.43,9685.35,13707.8,3736.02,6261.86,16715.11,2353.23,7241.58,8899.9,19584.31
26-04-2011,13519.64,9677.96,13709.67,3738.89,6244.4,16722.68,2346.03,7239.28,8896.86,19545.35
27-04-2011,13422.74,9662.6,13545.65,3757.03,6231.11,16587.35,2309.6,7238.71,8897.04,19448.69
28-04-2011,13311.2,9607,13401.96,3722.46,6161.07,16388.21,2239.68,7168.45,8854.08,19292.02
29-04-2011,13076.97,9559.94,13036.91,3755.16,6144.39,16190.59,2180.1,7094.26,8715.31,19135.96
02-05-2011,12804.48,9462.88,13048.68,3738.28,6151.71,16021.55,2204.99,7027.83,8615.19,18998.02
03-05-2011,12406.67,9108.98,12720.55,3669.26,6080.31,15698.22,2140.9,6897.34,8435.97,18534.69
04-05-2011,12423.09,8988.12,12743.97,3682.43,6014.53,15534.04,2126.47,6865.96,8390.3,18469.36
05-05-2011,12217.28,8938.98,12605.52,3615.53,5947.43,15283.49,2065.07,6800.66,8287.07,18210.58
06-05-2011,12670.76,9218.92,12769.88,3642.54,6056.77,15363.21,2094.98,6863.78,8342.58,18518.81
09-05-2011,12624.37,9100.45,12753.54,3687.6,6052.7,15476.31,2090.27,6871.68,8342.8,18528.96
10-05-2011,12544.54,9103.5,12705.06,3731.79,6035.48,15491.49,2113.59,6868.67,8363.96,18512.77
11-05-2011,12604.38,9189.82,12701.06,3751.25,6077.18,15647.74,2143.12,6907.09,8424.91,18584.96
12-05-2011,12429.07,9098.9,12521.07,3715.86,6006.58,15180.06,2153.33,6844.16,8335.43,18335.79
13-05-2011,12590.17,9221.97,12688.62,3803.26,6039.6,15404.23,2177.56,6902.58,8368.22,18531.28
16-05-2011,12441.84,9152.7,12627.35,3764.36,5994.09,15180.15,2145.61,6849.59,8306.55,18345.03
17-05-2011,12162.8,9058.95,12547.49,3784.38,6002.82,15146.75,2140.1,6804.16,8255.47,18137.35
18-05-2011,12079.45,8970.16,12543.56,3791.91,6016.98,15127.58,2120.45,6762.85,8189.57,18086.2
19-05-2011,12034.94,8989.74,12897.31,3794.21,6037.4,14979.44,2059.61,6715.23,8145.57,18141.4
20-05-2011,12158.61,9113.05,13195.16,3762.03,6063.77,15121.06,2086.56,6756.41,8185.18,18326.09
23-05-2011,11812.6,8944.29,12806.09,3784.25,6012.89,14724.36,2028.36,6661.47,8057.02,17993.33
24-05-2011,11880.02,8938.98,12958.82,3748.83,6009.59,14712.3,2016.5,6661.22,8053.96,18011.97
25-05-2011,11805.07,8925.21,12760.97,3749.24,5918.02,14657.68,1990.14,6623.09,8001.72,17847.24
26-05-2011,11927.14,9058.42,12918.24,3746.79,5906.94,14877.81,2014.79,6632.38,8038.18,18044.64
27-05-2011,12220.36,8981.07,12963.62,3777.15,5950.93,15172.4,2087.32,6730.36,8109.86,18266.1
30-05-2011,12281.64,8846.69,12924.77,3773.2,5964.32,15146.44,2124.33,6787.74,8154.64,18232.06
31-05-2011,12543,8932.74,13092.14,3858.14,5994.41,15411.32,2177.97,6910.24,8235.72,18503.28
01-06-2011,12570.3,8939.88,13273.33,3875.18,6046.35,15445.74,2171.77,6966.85,8307.65,18608.81
02-06-2011,12378.69,8836.14,13199.7,3914.23,6010.09,15241.99,2144.42,6919.37,8242.84,18494.18
03-06-2011,12309.28,8807.09,13299.03,3883.92,6003.73,15082.61,2129.89,6896.14,8238.69,18376.48
06-06-2011,12376.69,8758.78,13379.36,3871.79,6052.49,14980.13,2137.25,6878.9,8252.8,18420.11
07-06-2011,12411.39,8773.67,13315.71,3865.56,6127.61,15107.95,2172.25,6931.77,8306.37,18495.62
08-06-2011,12322.86,8711.88,13285.24,3901.13,6104.43,15002.92,2159.4,6929.61,8319.5,18394.29
09-06-2011,12305.68,8662.43,13407.85,3901.69,6095.46,14994.6,2161.61,6921.59,8326.35,18384.9
10-06-2011,12225.91,8633.81,13262.5,3861.2,6093.62,14885.35,2144.31,6898.28,8288.46,18268.54
13-06-2011,12236.88,8651.7,13356.61,3852.31,6092.4,14738.07,2137.95,6917.65,8313.32,18266.03
14-06-2011,12338.73,8635.15,13493.67,3885.25,6110.74,14766.07,2151.78,6959.1,8344.29,18308.66
15-06-2011,12143.23,8624.43,13376.44,3890.73,6034.49,14627.91,2122.88,6920.81,8294.89,18132.24
16-06-2011,12076.68,8555.41,13196.21,3878.52,5934.02,14456.98,2115.06,6871.75,8249.98,17985.88
17-06-2011,12091.58,8463.99,13178.77,3854.65,5818.66,14448.61,2103.97,6814.79,8174.49,17870.53
20-06-2011,11969.4,8256.02,12943.5,3783.48,5673.38,14125.09,2016.49,6598.07,7907.97,17506.63
21-06-2011,11945.98,8283.6,12856.26,3760.51,5739.25,14150.87,1980.62,6583.97,7874.14,17560.3
22-06-2011,11953.15,8284.73,12886.78,3735.17,5740.37,14114.3,1935.33,6528.41,7807.71,17550.63
23-06-2011,12002.81,8310.94,12929.11,3816.51,5796.46,14094.37,1928.27,6524.21,7781.94,17727.49
24-06-2011,12393.34,8560.42,13358.19,3883.65,5991.76,14573.34,2000.71,6671.7,7922.38,18240.68
27-06-2011,12593.34,8687.88,13592.5,3865.09,6017.67,14696.88,1988.32,6726.54,7985.89,18412.41
28-06-2011,12621.28,8759.25,13720.72,3873.14,6013.53,14763.84,1981.7,6779.3,8033.63,18492.45
29-06-2011,12742.28,8781.92,13815.45,3972.89,6058.49,14987.98,1995.99,6832.34,8110.3,18693.86
30-06-2011,12821.05,8798.48,13905.62,4045.42,6100.3,15061.89,2019.84,6854.05,8156.6,18845.87
01-07-2011,12853.67,8782.23,13882.93,4048.44,6147.98,15148.11,2080.7,6901.67,8224.41,18762.8
04-07-2011,12993.55,8861.88,13842.9,4039.87,6160.79,15193.58,2156.83,6965.34,8322.16,18814.48
05-07-2011,13036.43,8940.04,13687.03,3987.73,6183.36,15162.84,2129.1,6958.91,8338.42,18744.56
06-07-2011,12915.38,8973.3,13756.49,3983.16,6174.88,15183.5,2135.4,6961.51,8357.65,18726.97
07-07-2011,13065.8,9112.71,14058.69,4086.83,6258.16,15424.42,2183.4,7039.52,8447.99,19078.3
08-07-2011,12920.4,9101.45,13928,4040.28,6199.18,14963.75,2228.87,6996.31,8375.14,18858.04
11-07-2011,12741.27,9097.25,13848.05,4061.35,6091.9,14733.2,2172.29,6974.28,8339.88,18721.39
12-07-2011,12608.4,8892.94,13550.03,4048.11,5925.11,14456.41,2114.13,6898.36,8261.82,18411.62
13-07-2011,12746.35,9033.69,13683.34,4067.43,5922.33,14633.7,2149.83,6988.3,8341.72,18596.02
14-07-2011,12879.34,9047.06,13738.37,4056.41,5835.19,14735.26,2198.46,7014.58,8356.39,18618.2
15-07-2011,12846.94,8993.51,13739.69,4039.31,5856.64,14610.04,2186.65,7006.75,8363.22,18561.92
18-07-2011,12845.21,8900.28,13707.43,4048.85,5809.46,14679.81,2206.11,7022.25,8393.95,18507.04
19-07-2011,12936.31,8861.59,13690.08,4072.91,5877.25,14811.87,2230.91,7050.79,8462.92,18653.87
20-07-2011,12763.34,8735.33,13491.48,4082.69,5833.79,14678.47,2230.36,6988.77,8432.34,18502.38
21-07-2011,12638.08,8706.64,13479.11,4082.3,5841.85,14600.26,2198.46,6958.91,8394.3,18436.19
22-07-2011,12908.66,8859.46,13711.01,4109.78,5932.69,14762.11,2204.39,7046.12,8463.49,18722.3
25-07-2011,13014.02,8981.62,13879.4,4076.97,5934.4,14934.26,2223.21,7080.31,8505.42,18871.29
26-07-2011,12694.05,8789.78,13395.69,4013.5,5928.51,14743.93,2144.18,7008.61,8437.68,18518.22
27-07-2011,12562.56,8779.32,13146.22,4024.75,5913.87,14665.43,2123.16,7024.48,8440.11,18432.25
28-07-2011,12382.41,8740.89,13083.46,4063.17,5818.21,14302.67,2084.97,6962.95,8361.42,18209.52
29-07-2011,12447.83,8758.83,12995.81,4093.12,5835.44,14016.72,2041.4,6915.31,8305.58,18197.2
01-08-2011,12482.84,8827.92,13088.12,4088.67,5885.8,13841.22,2050.74,6913.85,8283.88,18314.33
02-08-2011,12268.95,8780.12,12933.05,4040.05,5797.69,13587.64,2007.93,6807.83,8163.65,18109.89
03-08-2011,12162.74,8653.03,12590.03,4050.37,5739.79,13627.91,1993.14,6785.59,8109.39,17940.55
04-08-2011,12034.8,8475.01,12479.46,3976.7,5682.06,13388.25,1950.05,6734.16,8063.05,17693.18
05-08-2011,11833.22,8312.71,12277.8,3913.49,5459.02,13061.95,1888.97,6588.85,7815.05,17305.87
08-08-2011,11711.81,8249.99,12164.86,3882.15,5222.41,12605.41,1804.76,6488.6,7641.08,16990.18
09-08-2011,11675.18,8289.89,12034.86,3935,5041.44,12261.21,1797.29,6406.07,7484.57,16857.91
10-08-2011,11953.78,8635.95,12310.64,3916.48,5163.08,12438.42,1850.87,6554.22,7669.05,17130.51
11-08-2011,11829.54,8593.52,12225.85,3917.59,5129.99,12422.46,1835.04,6543.72,7654.25,17059.4
12-08-2011,11636.74,8534.43,12166.03,3908.32,5004.7,12300.95,1807.78,6513.68,7620.91,16839.63
16-08-2011,11497.29,8461.22,12060.88,3917.42,5049.95,12060.39,1710.54,6397.33,7460.95,16730.94
17-08-2011,11370.49,8360.09,12132.35,3971.64,5162.52,12119.98,1662.3,6341.81,7340.5,16840.8
18-08-2011,10971.66,8245.65,12038.07,3960.06,4956.62,11812.57,1661.92,6211.55,7148.19,16469.79
19-08-2011,10763.34,8188.1,11535.57,3898.69,4738.11,11766.96,1674.74,6127.1,7004.56,16141.67
22-08-2011,10748.66,8299.08,11723.57,3962.14,4710.18,11991.23,1683.21,6203.67,7112.61,16341.7
23-08-2011,10835.44,8311.4,11921.42,3968.4,4895.56,12063.59,1685.82,6262.43,7195.32,16498.47
24-08-2011,10657.92,8119.78,11751.85,3966.88,4836.58,11791.26,1668.75,6228.7,7158.64,16284.98
25-08-2011,10508.25,8105.13,11669.03,3974.11,4736.63,11571.98,1676.13,6173.77,7099.61,16146.33
26-08-2011,10245.51,8048.87,11532.39,3892.69,4719.97,11145.02,1607.5,6034.86,6911.36,15848.83
29-08-2011,10665.21,8291.95,11999.52,3962.23,4958.9,11660.67,1678.74,6184.25,7053.81,16416.33
30-08-2011,10904.24,8396.16,12046.55,3949.57,5061.83,12097.1,1739.58,6273.6,7131.48,16676.75
02-09-2011,10949.68,8571.79,12029.31,3995.92,4995.67,12429.38,1769.64,6324.61,7133.74,16821.46
05-09-2011,10990.33,8682.94,12075.85,3987.11,4923.72,12452.14,1783.91,6356.77,7146.45,16713.33
06-09-2011,11049.07,8765.94,12207.86,3982.79,4980.77,12542.98,1747.43,6394.39,7197.24,16862.81
07-09-2011,11283.03,8794.82,12466.91,3977.78,4989.88,12796.32,1807.19,6473.52,7307.02,17065
08-09-2011,11364.97,8832.2,12576.73,3966.98,5065.96,12707.42,1813.38,6490.25,7359.33,17165.54
09-09-2011,11097.84,8753.78,12435.87,3960.44,4950.11,12306.02,1776.18,6435.48,7304.02,16866.97
12-09-2011,10756.24,8537.48,12170.76,3953.29,4788.48,11888.28,1720.54,6317.28,7168.06,16501.74
13-09-2011,10708.39,8480.67,12130.79,3949.16,4833.13,11911.49,1721.45,6319.25,7169.07,16467.44
14-09-2011,10864.69,8592,12086.93,3995.2,5039.74,12137.32,1723.45,6332.34,7195.4,16709.6
15-09-2011,11062.05,8733.52,12005.94,3982.33,5145.76,12195.25,1779.38,6367.04,7213.76,16876.54
16-09-2011,11127.53,8832.91,12049.71,3933.69,5101.7,12248.06,1801.79,6390.12,7213.02,16933.83
19-09-2011,10997.69,8862.73,11786.29,3897.08,5052.81,12111.44,1790.64,6371.73,7211.53,16745.35
20-09-2011,11252.14,8980.74,11818.89,3939.67,5216.16,12349.68,1822.67,6429.34,7300.17,17099.28
21-09-2011,11360.44,8899.32,11826.49,3934.33,5202.77,12317.65,1837.71,6476.46,7352.01,17065.15
22-09-2011,10907.93,8555.56,11373.67,3825.46,5001.95,11782.92,1733.42,6275.65,7121.52,16361.15
23-09-2011,10760.73,8419.51,11164.28,3831.31,4985.55,11513.8,1723.43,6222.8,7041.12,16162.06
26-09-2011,10738.86,8327.67,11009.11,3782.44,5006.37,11182.96,1708.47,6131.37,6923.41,16051.1
27-09-2011,11032.95,8553.08,11204,3856.48,5184.47,11469.66,1788.15,6229.77,7017.27,16524.03
28-09-2011,10895.26,8452.11,10969.86,3892.23,5232.46,11266.65,1794,6175.08,6949.48,16446.02
29-09-2011,11054.63,8650.52,10872.41,3963.11,5338.58,11298.59,1800.46,6165.39,6942.17,16698.07
30-09-2011,10850.73,8498.42,10742.97,3910.39,5275.23,10995.57,1762.96,6129.59,6881.08,16453.76
03-10-2011,10544.72,8465.42,10472.5,3851.57,5195.75,10555.54,1682.06,6013.42,6779.16,16151.45
04-10-2011,10219.03,8300.87,10532.57,3800.05,5153.79,10398.95,1668.97,5936.18,6704.93,15864.86
05-10-2011,9961.54,8290.4,10514.38,3819.92,5154.44,10352.78,1678.23,5878.83,6644.9,15792.41
07-10-2011,10347.84,8487.84,10822.72,3900.22,5241.28,10910.32,1735.97,5959.28,6721.55,16232.54
10-10-2011,10495.37,8679.54,10879.94,3920.45,5390.67,11113,1791.84,6040.31,6786.96,16557.23
11-10-2011,10509.82,8755.36,10961.35,3904.89,5245.09,11221.12,1791.11,6069.61,6802.09,16536.47
12-10-2011,10864.56,8894.42,11229.35,3973.31,5518.11,11477.23,1844.3,6154.4,6882.15,16958.39
13-10-2011,10977.59,8762.75,11094.7,3948.78,5553.83,11390.75,1851.79,6156.3,6886.27,16883.92
14-10-2011,11064.51,8849.37,11042.23,3991.99,5698.9,11327.03,1826.68,6189.92,6907.96,17082.69
17-10-2011,11130.93,8988.8,10891.46,3999.43,5670.47,11314.13,1836.17,6189.49,6922.97,17025.09
18-10-2011,10970.2,8840.31,10682.72,3975.39,5462.44,11119.57,1792.44,6114.42,6854.38,16748.29
19-10-2011,11265.66,9000.55,10898.31,4016.84,5534.89,11319.85,1846.15,6194.56,6898.66,17085.34
20-10-2011,11169.27,8865.49,10760.22,3995.49,5547.5,11252.97,1808.52,6153.52,6866.27,16936.89
21-10-2011,11094.31,8848.17,10558.41,3966.4,5525.64,11100.19,1772.54,6111.87,6825.1,16785.64
24-10-2011,11142.26,8792.15,10370.83,4020.44,5631.26,11142.26,1791.39,6091.78,6805.68,16939.28
25-10-2011,10919.4,9277.76,10564.29,4077.28,5781.26,11357.73,1815.41,6116.43,6800.68,17254.86
26-10-2011,10963.63,9304.03,10655.73,4101.22,5752.27,11418.82,1825.28,6181.64,6899.15,17288.83
28-10-2011,11372.49,9571.12,11035.54,4153.36,5830.27,12142.72,1922.79,6274.93,6959.73,17804.8
31-10-2011,11454.03,9477.19,10969.24,4196.59,5828.26,11904.1,1919.68,6297.99,6974.61,17705.01
01-11-2011,11277.95,9289.34,10848.82,4171.17,5776.77,11723.16,1883.8,6252.75,6936.47,17480.83
02-11-2011,11238.24,9248.68,10815.89,4181.03,5773.48,11692.8,1880.12,6253.79,6932.23,17464.85
03-11-2011,11232.57,9212.36,10889.93,4173.08,5731.51,11651.98,1909.32,6251.21,6931.98,17481.93
04-11-2011,11302.24,9248.17,11002.58,4183.85,5762.2,11843.23,1924.61,6298.39,6958.13,17562.61
08-11-2011,11317.93,9240.42,11019.34,4183.21,5769.14,11834.38,1898.03,6311.51,6946.05,17569.53
09-11-2011,11020.96,9081.54,10862.49,4231.98,5793.17,11538.79,1851.05,6232.69,6872.56,17362.1
11-11-2011,10686.97,9138.1,10610.96,4234.61,5744.13,11270.38,1809.53,6162.35,6764.72,17192.82
14-11-2011,10651.42,8956.61,10499.92,4220.97,5783.1,11027.14,1763.29,6063.75,6645.49,17118.74
15-11-2011,10436.22,8808.55,10208.81,4173.8,5748.92,10824.37,1671.28,5907.19,6461.38,16882.67
16-11-2011,10402.63,8798.44,9812.87,4194.95,5696.14,10840.21,1673.22,5851.92,6374.79,16775.87
17-11-2011,10250.3,8641.88,9598,4132.58,5653.81,10571.16,1633.1,5775.92,6301.73,16461.71
18-11-2011,10161.29,8538.32,9551.01,4075.02,5614.13,10433.49,1607.07,5716.45,6182.31,16371.51
21-11-2011,9831.83,8309.61,9336.4,4041.57,5478.33,10072.39,1558.23,5610.31,6078.66,15946.1
22-11-2011,9886.23,8399.2,9362.99,3986.57,5585.4,10227.92,1563.52,5629.33,6080.57,16065.42
23-11-2011,9649.3,8269.57,9078.67,3925.27,5446.73,10023.7,1538.2,5514.11,5975.99,15699.97
24-11-2011,9742.5,8471.77,9288.6,3928.3,5517.25,10040.41,1558.74,5591.33,5998.88,15858.49
25-11-2011,9768.7,8362.86,9533.52,3899.57,5403.55,9874.97,1579.3,5612.63,6049.39,15695.43
28-11-2011,10104.09,8470.51,9724.43,3975.18,5504.66,10355.71,1623.35,5696.92,6153.36,16167.13
29-11-2011,9911.1,8492.55,9685.17,3993.09,5463.9,10218.42,1585.65,5665.29,6142.16,16008.34
30-11-2011,9850.43,8434.28,9667.9,4040.82,5499.09,10224.51,1571.16,5627.69,6097.26,16123.46
01-12-2011,10217.2,8636.93,9757.85,4064.74,5598.11,10648.03,1626.74,5682.11,6123.71,16483.45
02-12-2011,10550.45,8819.88,9933.46,4111.2,5726.93,10913.57,1656.91,5763.4,6190.03,16846.83
05-12-2011,10552.04,8823.74,10009.84,4083.66,5727.11,10815.7,1648.56,5760.54,6195.36,16805.33
07-12-2011,10552.51,8863.82,10088.26,4112.64,5808.75,10841.7,1661.18,5771.8,6207.9,16877.06
08-12-2011,10266.84,8719.07,9644.1,4038.44,5782.01,10500.33,1598.04,5669.7,6108,16488.24
09-12-2011,10157.05,8521.71,9394.87,3989.17,5733.49,10420.3,1577.13,5620.85,6053.51,16213.46
12-12-2011,9854.61,8304.42,9165.47,3963.5,5787.82,9988.72,1535.07,5513.91,5960.48,15870.35
13-12-2011,9863.6,8390.7,9094.89,3991.38,5816.13,10188.98,1542.44,5482.2,5918.17,16002.51
14-12-2011,9824.49,8270.28,8982.7,4000.71,5803.11,9969.35,1505.13,5430.05,5869.98,15881.14
15-12-2011,9728.21,8168.23,8811.57,4025.14,5770.17,9940.59,1497.38,5369.61,5781.04,15836.47
16-12-2011,9420.85,8106.88,8427.17,3961.27,5712.42,9682.99,1447.43,5277.27,5688.39,15491.35
