Date,BANKEX,AUTO,CAPITALGOOD,FMCG,IT,METAL,REALTY,MID CAP,SMALL CAP,SENSEX
15-03-2010,10235.13,7518.5,13634.19,2815.63,5411.69,17245.21,3361.1,6651.26,8362.2,17164.99
16-03-2010,10262.91,7631.63,13864.28,2814.64,5470.24,17543.93,3392.79,6722.89,8469.16,17383.18
17-03-2010,10346.99,7599.53,13994.39,2814.37,5514.88,17751.82,3370.96,6734.36,8457.61,17490.08
18-03-2010,10410.44,7594.1,13955.86,2798.82,5538.33,17838.19,3372.97,6759.35,8462.93,17519.26
19-03-2010,10432.19,7629.37,13978.41,2807.53,5513.39,17901.25,3340.81,6764.07,8494.58,17578.23
22-03-2010,10343.75,7497.42,13891.5,2796.97,5494.34,17551.16,3211.2,6693.32,8422.37,17410.57
23-03-2010,10377.14,7458.68,13931.78,2799.16,5511.52,17697.25,3188.27,6707.07,8447.89,17451.02
25-03-2010,10470.13,7493.14,14082.94,2820.28,5552.07,17814.14,3213.8,6714.85,8429.94,17558.85
26-03-2010,10636.28,7624.31,14074.4,2841.05,5515.07,17909.4,3205.65,6762.41,8427.14,17644.76
29-03-2010,10723.77,7667.04,14169.54,2870.83,5418.98,17979.89,3225.23,6779.29,8389.96,17711.35
30-03-2010,10664.36,7659.67,14138.9,2870.12,5300.13,17979.3,3270.9,6789.3,8455.71,17590.17
31-03-2010,10652.35,7671.24,14081.74,2831.12,5237.5,17973.81,3273.56,6806.18,8497.43,17527.77
01-04-2010,10712.89,7664.9,14274.64,2824.82,5355.66,18230.14,3310.01,6865.86,8703.59,17692.62
05-04-2010,10912.02,7818.5,14337.48,2834.22,5354.36,18541.78,3398.01,6965.71,8875.29,17935.68
06-04-2010,10968.71,7738.43,14412.23,2850.33,5303.41,18599.4,3445.62,7013.24,8921.58,17941.37
07-04-2010,10924.87,7823.21,14410.26,2861.52,5299.47,18574.59,3469.59,7049.71,8983.99,17970.02
08-04-2010,10745.11,7717.61,14258.18,2846.08,5317.49,18226.57,3488.61,7021.3,8949.62,17714.4
09-04-2010,10896.47,7815.83,14458.52,2859.25,5328.75,18344.79,3498.48,7084.96,9063.67,17933.14
12-04-2010,10804.81,7749.38,14278.07,2879.4,5339.08,18301.61,3518.56,7077.83,9092.12,17853
13-04-2010,10710.62,7646.81,14262.55,2866.41,5503.81,18246.22,3509.2,7056.67,9086.62,17821.96
15-04-2010,10558.74,7627.36,14063.3,2833.56,5525.78,18196.18,3565.12,7042.17,9034.31,17639.26
16-04-2010,10553.87,7588.26,13984.1,2868.06,5500.02,18224.7,3549.56,7023.35,9016.84,17591.18
19-04-2010,10518.51,7507.07,13890.7,2836.28,5436.58,17840.11,3460.57,6951.17,8882,17400.68
20-04-2010,10679.61,7596.09,14026.48,2839.26,5367.17,17907.45,3567.26,7047.72,9022.58,17460.58
21-04-2010,10813.01,7679.49,13946.13,2851.99,5377.57,17899.57,3627.2,7115.49,9146.7,17472.56
22-04-2010,10893.57,7748.57,13936.11,2872.53,5380.61,17790.23,3578.52,7110.6,9153.54,17573.99
23-04-2010,11073.87,7770.56,14107.16,2887.48,5381.29,17652.59,3598.85,7131.95,9200.22,17694.2
26-04-2010,11135.41,7754.38,14147.81,2888.67,5406.39,18066.46,3540.17,7173.87,9245.03,17745.28
27-04-2010,11040.53,7691.72,14115.94,2905.23,5409.71,17942.87,3489.28,7151.96,9244.4,17690.62
28-04-2010,10917.43,7613.47,13911.07,2900.21,5326.03,17537.84,3364.64,7037.83,9055.19,17380.08
29-04-2010,11094.34,7683.55,13954.08,2872.25,5312.53,17737.31,3430.5,7113.99,9171.56,17503.47
30-04-2010,11155.07,7799.85,14028.78,2877.76,5357.83,17664.76,3491.18,7184.78,9207.14,17558.71
03-05-2010,11081.8,7767.94,13860.42,2869.14,5306.19,17321.12,3452.64,7152.47,9168.62,17386.08
04-05-2010,10910.4,7688.18,13625.62,2836.41,5256.79,16640.99,3357.43,7027.09,9007.77,17137.14
05-05-2010,10872.07,7692.08,13519.56,2845.77,5304.94,16463.66,3322.9,7047.91,8986.46,17087.96
06-05-2010,10859.67,7637.41,13383.87,2830.84,5256.67,16303.08,3301.4,7012.62,8979.45,16987.53
07-05-2010,10505.86,7515,13248.48,2818.32,5135.15,15961.82,3158.79,6834.25,8709.35,16769.11
10-05-2010,10921.21,7764.43,13530.11,2849.51,5275.86,16929.39,3353.57,6998.15,8948.7,17330.55
11-05-2010,10884.17,7732.86,13365.46,2826.23,5228.08,16494.26,3271.97,6928.53,8872.42,17141.53
12-05-2010,10987.67,7727.36,13352.41,2867.1,5264.34,16538.13,3291.49,6933.37,8848.65,17195.81
13-05-2010,11049.56,7888.87,13466.22,2882.51,5307.99,16466.13,3373.63,7018.92,8934.4,17265.87
14-05-2010,10845.52,7792.42,13226.85,2886.04,5246.3,15892.3,3289.7,6942.06,8810.28,16994.6
17-05-2010,10791.35,7693.15,13596.79,2896.87,5151.62,15868.05,3259.1,6927.38,8750.12,16835.56
18-05-2010,10768.44,7659.52,13816.78,2918.09,5158.63,15565.28,3241.32,6956.71,8812.5,16875.76
19-05-2010,10354.33,7395.68,13564.23,2836.57,5079.82,14912.62,3113.2,6779.62,8588.45,16408.49
20-05-2010,10451.14,7356.13,13589.53,2860.48,5082.4,14924.61,3049.73,6776.3,8541.17,16519.68
21-05-2010,10393.54,7398.62,13385.52,2875.72,5046.61,14860.71,2999.46,6688.39,8415.31,16445.61
24-05-2010,10336.77,7337.07,13532.58,2866.44,5063.98,14722.15,2941.79,6689.81,8466.94,16469.55
25-05-2010,10065.89,7151.6,13114.04,2793.42,4934.85,13971.7,2869.54,6489,8176.24,16022.48
26-05-2010,10249.68,7296.32,13355.6,2849.21,5106.68,14388.26,2955.85,6584.97,8313.99,16387.84
27-05-2010,10511.4,7449.22,13573.86,2893.39,5144.84,14590.74,3006.11,6646.5,8377.66,16666.4
28-05-2010,10576.77,7558.43,13662.65,2961.21,5200.84,15106.96,3123.87,6756.01,8494.45,16863.06
31-05-2010,10656.56,7699.94,13657.42,2980.55,5174.7,15146.67,3097.92,6834.87,8547.16,16944.63
01-06-2010,10394.48,7596.24,13419.87,2961.82,5111,14562.7,3006.45,6743.85,8462.93,16572.03
02-06-2010,10478.45,7728.32,13572.57,2975.88,5160.59,14629.61,3046.43,6800.97,8529.45,16741.84
03-06-2010,10687.05,7845.28,13790.05,3018.04,5247.6,14825.81,3088.32,6875.48,8627.59,17022.33
04-06-2010,10773.31,7894.44,13808.5,3069.04,5296.41,14789.78,3101.17,6890.19,8640.4,17117.69
07-06-2010,10587.41,7757.99,13554.13,3046,5205.31,14199.73,2980.38,6795.7,8515.36,16781.07
08-06-2010,10460.91,7683.32,13505.29,3067.04,5166.52,13888.55,2903.78,6758.09,8468.3,16617.1
09-06-2010,10526.35,7710.23,13596.86,2993.25,5101.49,14101.83,2930.52,6790.78,8492.5,16657.89
10-06-2010,10637.41,7940.31,13791.66,3012.72,5157.26,14400.09,2983.41,6865.74,8599.89,16922.08
11-06-2010,10747.98,8018.3,13931.12,3022.13,5161.51,14431.43,2975.79,6884.82,8637.79,17064.95
14-06-2010,10854.17,8026.36,14070.06,3060.68,5351.98,14679.9,2993.62,6947.59,8750,17338.17
15-06-2010,10858.02,8007.66,14219.12,3108.15,5322.91,14891.68,3071.39,6974.16,8824.3,17412.83
16-06-2010,10895.28,8110.83,14209.37,3094.23,5366.75,14891.91,3079.16,6982.88,8839.74,17462.87
17-06-2010,10923.64,8186.2,14462.22,3101.51,5380.84,14998.46,3098.02,7011.2,8890.87,17616.69
18-06-2010,10880.09,8135.37,14551.28,3118.62,5401.03,14822.21,3081.68,6975.63,8846.27,17570.82
21-06-2010,11102.36,8257.34,14808.15,3161.94,5436.44,15586.45,3163.7,7065.72,8953.83,17876.55
22-06-2010,11012.18,8222.12,14701.56,3184.27,5368.91,15289.91,3163.55,7064.21,8959.83,17749.69
23-06-2010,11055.79,8277.5,14498.94,3203.33,5408.15,15238.32,3208.83,7123.71,9022.47,17755.94
24-06-2010,10993.69,8283.81,14611.07,3235.73,5400.63,15162.59,3183.96,7132.08,9037.8,17730.24
25-06-2010,10752.74,8208.53,14471.41,3205.5,5323.87,14882.71,3149.64,7082.51,8989.2,17574.53
28-06-2010,10843.57,8305.97,14680.93,3184.32,5363.7,15046.9,3217.2,7163.13,9087.8,17774.26
29-06-2010,10684.11,8235.4,14628.18,3169.94,5323.09,14635.33,3167.33,7116.33,9031.6,17534.09
30-06-2010,10765.03,8323.3,14710.04,3230.23,5319.21,14704.25,3196.82,7149.21,9071.2,17700.9
01-07-2010,10643.43,8220.57,14574.33,3232.49,5257.21,14454.9,3150.57,7121.32,9081.32,17509.33
02-07-2010,10663.61,8184.44,14494.34,3218.62,5238.49,14382.13,3135.64,7118.43,9103.98,17460.95
05-07-2010,10698.08,8190.63,14454.31,3218.3,5258.94,14324.92,3127.72,7139.29,9132.82,17441.44
06-07-2010,10882.81,8251.68,14536.26,3226.39,5347.07,14594.92,3161.47,7193.15,9187.47,17614.48
07-07-2010,10774.15,8183.04,14461.88,3222.39,5342.73,14414.97,3134.17,7189.13,9176.66,17471.03
08-07-2010,10914.34,8261.97,14629.95,3232.71,5420.57,14610.89,3184.77,7252.21,9235.68,17651.73
09-07-2010,11060.69,8368.82,14652.26,3208.27,5477.89,14837.5,3263.63,7317.15,9270.58,17833.54
12-07-2010,11209.04,8368.77,14761.57,3203.64,5546.86,14900.54,3336.89,7340.47,9326.28,17937.2
13-07-2010,11303.38,8393.49,14907.44,3194.31,5398,15073.97,3471.43,7389.25,9393.7,17985.9
14-07-2010,11335.08,8353.18,15075.61,3184.85,5325.02,14936.55,3471.92,7355.39,9369.56,17938.16
15-07-2010,11304.08,8343.19,15010.36,3209.29,5360.37,14939.04,3446.15,7365.08,9381.19,17909.46
16-07-2010,11395.74,8336.87,15009.95,3224.6,5459.44,14910.06,3460.8,7397.78,9443.41,17955.82
19-07-2010,11424.24,8316.67,15042.83,3179.6,5442.71,14927.72,3428.22,7412.41,9456.43,17928.42
20-07-2010,11374.58,8259.08,15048.47,3173.22,5430.23,14957.32,3473.21,7390.21,9432.18,17878.14
21-07-2010,11379.49,8327.6,15151,3174.78,5464.11,15430.64,3507.08,7426.46,9465.84,17977.23
22-07-2010,11459.72,8430.92,15259.55,3204.37,5456.87,15627.43,3535.68,7456.62,9491.04,18113.15
23-07-2010,11490.73,8413.35,15331.18,3216.46,5473.39,15515.62,3485.59,7433.24,9439.32,18130.98
26-07-2010,11399.59,8139.73,15216.43,3219.41,5505.88,15464.73,3411.23,7361.52,9363.26,18020.05
27-07-2010,11478.26,8337.96,14925.34,3232.29,5542.17,15491.19,3461.25,7381.63,9360.12,18077.61
28-07-2010,11450.65,8393.03,14796.6,3231.29,5543.94,15510.08,3416.57,7366.2,9345.49,17957.37
29-07-2010,11555.63,8433.95,14759.87,3254.74,5537.21,15492.25,3420.92,7382.09,9329.97,17992
30-07-2010,11539.55,8424.2,14591.67,3229.86,5474.84,15399.81,3372.93,7407.91,9348.97,17868.29
02-08-2010,11816.87,8453.38,14689.35,3265.4,5489.27,15614.16,3409.37,7492.9,9435.28,18081.21
03-08-2010,11929.16,8445.85,14582.65,3241.6,5463,15636.17,3410.25,7516.38,9466.7,18114.83
04-08-2010,11902.88,8468.86,14749.18,3252.45,5640.99,15582.97,3427.44,7518.73,9516.49,18217.44
05-08-2010,11866.57,8496.17,14750.08,3262.22,5667.47,15531.37,3463.35,7522.3,9561.25,18172.83
06-08-2010,11792.64,8532.78,14687.79,3284.59,5639.33,15470.08,3448.43,7534.45,9584.21,18143.99
09-08-2010,11944.07,8630.5,14772.1,3294.42,5672.42,15705.88,3602.5,7622.07,9720.36,18287.5
10-08-2010,11942.51,8639.53,14793.09,3284.16,5591.61,15593.54,3621.48,7583.4,9686.52,18219.99
11-08-2010,11829.08,8640.48,14681.08,3259.65,5545.69,15479.93,3555.85,7545.6,9642.29,18070.19
12-08-2010,12027.83,8741.61,14655.37,3243.62,5496,15360.76,3592.34,7567.91,9645.42,18073.9
13-08-2010,12196.08,8776.41,14689.79,3279.41,5514.02,15338.02,3675.3,7642.04,9710.28,18167.03
16-08-2010,12132.09,8761.47,14557.41,3304.92,5478.86,15108.22,3635.07,7648.15,9685.72,18050.78
17-08-2010,12247.28,8761.91,14515.69,3307.21,5460.69,15076.99,3643.51,7694.39,9718.5,18048.85
18-08-2010,12388.98,8873.38,14562.18,3355.22,5567.53,15292.89,3653.74,7760,9786.7,18257.12
19-08-2010,12627.25,8892.44,14686.68,3409.88,5569.2,15440.97,3629.41,7830.9,9863.9,18454.94
20-08-2010,12527.49,8874.83,14887.65,3375.01,5517,15426.31,3695.27,7821.2,9875.76,18401.82
23-08-2010,12597.94,8915.34,14964.66,3339.9,5547.64,15482.12,3701.01,7887.03,9968.19,18409.35
24-08-2010,12537.5,8893.93,14870.79,3350.9,5510.26,15181.42,3604.17,7831.83,9900.89,18311.59
25-08-2010,12415.64,8765.76,14792.77,3350.27,5510.66,14994.73,3490.1,7714.84,9759.81,18179.64
26-08-2010,12474.68,8783.84,14889.69,3389.16,5509.49,14991.34,3472.56,7707.94,9767.71,18226.35
27-08-2010,12216.07,8710.05,14722.82,3354.73,5408.36,14910.82,3379.98,7634.71,9640.95,17998.41
30-08-2010,12224.6,8741.49,14631.6,3332.3,5373.95,15128.44,3389.65,7640.96,9636.47,18032.11
31-08-2010,12190.64,8813.79,14524.53,3385.07,5375.62,14977.5,3331.76,7596.84,9540.56,17971.12
01-09-2010,12351.08,8838.05,14663,3425.39,5483.34,15429.53,3430.91,7723.93,9712.85,18205.87
02-09-2010,12448.52,8890.06,14732.17,3452.58,5446.72,15515,3444.94,7783.9,9820.62,18238.31
03-09-2010,12471.47,8970.48,14730.29,3456.75,5460.74,15346.56,3487.89,7859.11,9912.64,18221.43
06-09-2010,12728.73,9123.61,14847.31,3476.79,5563.32,15878.8,3557.08,7961.81,10094.52,18560.05
07-09-2010,12688.48,9096.85,15039.13,3481.26,5618.43,16006.86,3519.92,7969.22,10156.62,18645.06
08-09-2010,12706.21,9079.38,14971.47,3466.3,5650.33,16065.53,3536.08,7996.42,10216.05,18666.71
09-09-2010,12984.19,9096.55,15094.78,3467.6,5664.43,16131.46,3553.5,8050.73,10249.25,18799.66
13-09-2010,13454.56,9153.73,15222.71,3484.28,5721.48,16388.45,3640.74,8112.37,10271.94,19208.33
14-09-2010,13524.06,9278.8,15307.57,3497.17,5804.72,16301.82,3626.57,8061.27,10195.4,19346.96
15-09-2010,13570.34,9256.3,15315.81,3513.83,5949.46,16456.76,3640.14,8067.91,10186.22,19502.11
16-09-2010,13650.67,9215.03,15372,3521.79,5813.27,16209.29,3684.44,7989.89,10144.42,19417.49
17-09-2010,13744.71,9275.97,15511.4,3563.1,5843.8,16489.16,3712.71,8104.28,10238.91,19594.75
20-09-2010,13896.22,9397.32,15701.03,3687.89,5878.51,16700.13,3777.02,8157.95,10314.46,19906.1
21-09-2010,13887.96,9407.4,15876.5,3638.43,6021.3,16604.78,3728.08,8078.35,10176.35,20001.55
22-09-2010,13946.7,9414.92,15726.51,3646.2,5941.04,16614.85,3668.29,8048.47,10153.58,19941.72
23-09-2010,13777.98,9419.07,15734.84,3686.26,5943.03,16602.34,3595.97,8031.24,10160.31,19861.01
24-09-2010,13913.53,9507.88,15841.98,3752.17,5973.1,16651.83,3695.99,8115.16,10267.33,20045.18
27-09-2010,13911.9,9553.88,15908.62,3726.88,5944.67,17009.41,3741.59,8142.26,10280.57,20117.38
28-09-2010,13957.92,9568.97,16056.77,3721.06,5917.35,17054,3759.55,8158.37,10284.03,20104.86
29-09-2010,13919.21,9576.73,15984.28,3668.22,5931.66,16726.94,3726.15,8103.92,10234.72,19956.34
30-09-2010,14025.04,9527.64,15995.46,3719.54,5947.07,16864.91,3726.86,8084.14,10245.7,20069.12
01-10-2010,14252.13,9756.96,16426.34,3743.55,6100.07,17517.09,3876.93,8213.67,10403.65,20445.04
04-10-2010,14365.29,9818.75,16384.03,3716.85,6077.24,17623.99,3894.42,8270.06,10438,20475.73
05-10-2010,14322.08,9891.5,16377.18,3675.3,6075.9,17565.58,3908.5,8334.9,10556.78,20407.71
06-10-2010,14345.42,9934.37,16533.07,3662.29,6109.94,17960.46,4015.82,8426.54,10636.36,20543.08
07-10-2010,14224.29,9828.91,16325.56,3634.66,6030.26,17654.71,3903.31,8369.62,10541.69,20315.32
08-10-2010,14185.47,9700.87,16248.5,3626.49,6052.77,17391.94,3891.78,8330.57,10512.53,20250.26
11-10-2010,14219.94,9887.79,16254.69,3626.13,6045.33,17665,3909.64,8396.45,10649,20339.89
12-10-2010,14166.17,9878.25,15997.29,3589.59,6058.55,17413.17,3839.31,8354.01,10648.89,20203.34
13-10-2010,14479.37,10015.87,16426.36,3671.82,6249.2,17658.69,3935.64,8436.94,10761.52,20687.88
14-10-2010,14322.36,9950.89,16107.37,3658.06,6279.27,17756,3918.82,8414.5,10708.48,20497.64
15-10-2010,14048.89,9751.91,15904.64,3607.51,6075.17,17493.39,3881.2,8311.66,10629.65,20125.05
18-10-2010,14026.47,9738.12,15963.5,3600.91,6152.77,17494.05,3909.3,8272.22,10613.85,20168.89
19-10-2010,13930.67,9765.58,15836.2,3603.23,6016.16,17276.03,3840.77,8291.68,10638.96,19983.13
20-10-2010,13861.57,9710.97,15868.36,3566.37,6007.38,16892.14,3787.98,8289.27,10582.04,19872.15
21-10-2010,14151.96,9807.17,16118.09,3679.99,6060.67,17231.08,3858.77,8403,10691.69,20260.58
22-10-2010,14116.24,9729.48,16077.71,3630.3,6133.06,17022.52,3796.54,8425.8,10723.7,20165.86
25-10-2010,14178.92,9849.28,16119.74,3623.21,6110.53,17208.75,3831.34,8490.33,10826.04,20303.12
26-10-2010,14059.42,9933.73,16084.95,3641.24,6107.72,17000.46,3821.21,8454.5,10849.63,20221.39
27-10-2010,13891.99,9916.83,15929.03,3582.79,6044.39,17048.81,3742.22,8429.96,10816.26,20005.37
28-10-2010,13806.99,9941.91,15843.7,3558.8,6019.2,16903.27,3677.84,8375.75,10758.55,19941.04
29-10-2010,14016.21,9909.91,15818.85,3605.1,5992.77,16681.58,3635.12,8302.56,10597.59,20032.34
01-11-2010,14490.31,10004.84,16163.48,3620,6035.43,16830.75,3740.63,8443.14,10726.12,20355.63
02-11-2010,14522.9,9952.29,16393.39,3637.68,6072.98,16819.11,3643.97,8481.02,10735.54,20345.69
03-11-2010,14651.1,10072.4,16495.96,3661.51,6091.06,17080.35,3661.92,8532.04,10808.69,20465.74
04-11-2010,14961.26,10241.05,16672.6,3699.11,6179.65,17467.93,3720.27,8603,10880.3,20893.57
05-11-2010,15066.27,10329.96,16701.69,3716.01,6200.32,17562.1,3742.84,8678.97,11044.44,21004.96
08-11-2010,14891.23,10290.75,16616.48,3699.92,6104.55,17622.02,3756.67,8672.15,11053.75,20852.38
09-11-2010,14899.13,10300.88,16692.61,3793.28,6170.24,17761.56,3812.36,8704.98,11148.22,20932.48
10-11-2010,14786.36,10416.29,16573.36,3755.74,6215.05,17648.44,3793.22,8730.3,11243.99,20875.71
11-11-2010,14588.29,10336.57,16352.18,3706.47,6131.71,17595.9,3673.56,8632.26,11191.53,20589.09
12-11-2010,14165.28,10125.81,16048.47,3658.53,6046.93,17014.26,3498.73,8432.14,10918.15,20156.89
15-11-2010,14509.6,10209.8,16049.29,3679.2,6098.94,17108.92,3448.54,8447.93,10885.3,20309.69
16-11-2010,14219.44,9983.56,15602.93,3603.23,5990.6,16577.31,3325.98,8266.42,10566.95,19865.14
18-11-2010,13991.93,10122.87,15741.02,3622.34,6008.04,16891.43,3300.28,8241.45,10455.25,19930.64
19-11-2010,13705.09,9940.93,15625.49,3595.08,5889.87,16461.15,3173.57,8077.36,10237.29,19585.44
22-11-2010,14066.42,10117.35,15672.28,3658.33,6036.95,16665.14,3237.24,8180.48,10387.24,19957.59
23-11-2010,13886.48,10110.95,15624.49,3613.07,6001.14,16367.55,3131.7,8094.24,10210.23,19691.84
24-11-2010,13477.92,10116.46,15434.69,3621.61,5937.27,16211.46,3041.62,8004.48,10153.17,19459.85
25-11-2010,13286.43,10056.09,14990.06,3576.8,6010.04,15817.11,2877.35,7852.83,9963.32,19318.16
26-11-2010,13283.1,9866.48,14806.12,3507.97,6009.11,15414.98,2742.81,7612.49,9515.93,19136.61
29-11-2010,13464.06,9963.3,14989.05,3533.87,6081.07,15557.05,2768.52,7657.74,9562.79,19405.1
30-11-2010,13618.77,10099.95,15055.04,3582.71,6094,15626.11,2925.4,7764.02,9744.71,19521.25
01-12-2010,14022.33,10291.92,15489.09,3589.07,6100.77,16156.05,3016.34,7983.6,10050.86,19850
02-12-2010,14194.13,10261.33,15449.01,3591.15,6190.22,16395.13,3083.52,8068.69,10163.48,19992.7
03-12-2010,14066.12,10291.94,15426.6,3597.07,6230.78,16190.43,2951.25,7883.02,9858.98,19966.93
06-12-2010,13732.76,10325.48,15451.46,3583.39,6267.17,16562.35,2940.49,7854.11,9770.57,19981.31
07-12-2010,13339.43,10333.42,15464.04,3566.95,6286.37,16677.03,2913.07,7772.23,9604.63,19934.64
08-12-2010,13068.92,10236.29,15294.2,3545.91,6231.87,16341.15,2840.02,7600.43,9294.99,19696.48
09-12-2010,12645.15,9895,14961.02,3512.95,6234.05,15741.04,2704.95,7259.67,8745.12,19242.36
10-12-2010,13002.87,9921.76,15053.93,3560.49,6261.63,15991.28,2742.05,7405.97,8951.3,19508.89
13-12-2010,13091.22,9981.48,15306.54,3555.93,6272.12,16327.38,2818.44,7537,9134.65,19691.78
14-12-2010,13140.16,9961.45,15449.14,3567.09,6302.19,16588.42,2845.11,7651.27,9282.59,19799.19
15-12-2010,12722.65,9873.78,15376.92,3540.31,6398.67,16404.09,2744.73,7543.39,9139.43,19647.77
16-12-2010,12958.88,9890.72,15333.01,3543.66,6577.05,16620.06,2771.7,7568.01,9184,19864.85
20-12-2010,12779.06,10118.62,15312.64,3545.11,6690.72,16637.98,2733.73,7558.37,9221.15,19888.88
21-12-2010,13077.65,10168.38,15320.99,3546.31,6679.2,17097.05,2768,7618.12,9308.91,20060.32
